17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,123,124,17,17,17,17,17,17,17,128,129,130,17,17,17,17,17,17,17,123,124,17,17,17,17,17,17,17,17,17,17
17,139,140,17,17,17,17,17,17,17,160,161,162,17,17,17,17,17,17,17,139,140,17,17,17,17,48,49,50,17,17,17
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,64,65,66,17,17,17
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,128,129,129,129,129,129,129,129,129,129,129,129,129,129,129,130,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,144,145,145,145,145,145,145,145,145,145,145,145,145,145,145,146,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,144,145,145,145,145,145,145,145,145,145,145,145,145,145,145,146,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,144,145,145,145,145,145,145,145,145,145,145,145,145,145,145,146,17,17,17,128,129,130,17,17
17,17,17,17,17,17,17,17,144,145,145,145,145,145,145,145,145,145,145,145,145,145,145,146,17,17,17,160,161,162,17,17
17,17,17,17,17,17,17,17,144,145,145,145,145,145,145,145,145,145,145,145,145,145,145,146,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,144,145,145,145,145,145,145,145,145,145,145,145,145,145,145,146,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,144,145,145,145,145,145,145,145,145,145,145,145,145,145,145,146,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,144,145,145,145,145,145,145,145,145,145,145,145,145,145,145,146,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,144,145,145,145,145,145,145,145,145,145,145,145,145,145,145,146,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,192,193,193,193,193,193,193,193,193,193,193,193,193,193,193,194,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,208,209,209,209,209,209,209,209,209,209,209,209,209,209,209,210,17,17,17,17,17,17,17,17
17,17,17,128,129,130,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,123,124,17,17,17,17,17,17
17,17,17,160,161,162,17,17,17,17,17,17,128,129,130,17,17,17,17,17,17,17,17,17,139,140,17,17,17,17,17,17
17,17,17,17,17,17,17,17,17,17,17,17,160,161,162,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
