-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,134,135,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,182,183,184,-1,-1,-1,-1,-1,-1,-1,-1,150,151,152,-1,-1,-1,-1,-1,-1,-1,182,183,184,-1,-1,-1,-1,-1,-1
-1,198,199,200,-1,-1,-1,-1,-1,-1,-1,-1,166,167,168,-1,-1,-1,-1,-1,-1,-1,198,199,200,-1,-1,-1,-1,-1,-1
-1,214,215,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214,215,216,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,134,135,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,150,151,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,166,167,168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,134,135,136,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,150,151,152,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,157,158,159,-1,-1,-1,-1,-1,-1,-1,166,167,168,-1,-1,182,183,184,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,173,174,175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,199,200,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,189,190,191,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214,215,216,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,205,206,207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,134,135,136,-1,-1,-1,153,-1,169,-1,-1,134,135,136,-1,-1,-1,-1,134,135,136,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,150,151,152,-1,-1,-1,185,-1,153,-1,-1,150,151,152,-1,-1,-1,-1,150,151,152,-1,-1,-1,-1,-1,-1,-1
-1,-1,169,166,167,168,-1,-1,-1,169,-1,185,-1,153,166,167,168,-1,169,-1,-1,166,167,168,185,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,169,-1,-1,-1,-1,-1,-1,185,-1,-1,-1,-1,-1,153,-1,-1,-1,-1,-1,-1,153,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,182,183,184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,134,135,136,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,198,199,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,150,151,152,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,214,215,216,-1,-1,-1,-1,182,183,184,-1,-1,-1,166,167,168,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,199,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214,215,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,134,135,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,182,183,184,-1,-1
-1,-1,-1,150,151,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,199,200,-1,-1
-1,-1,-1,166,167,168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214,215,216,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
